parcel_id,season,year,crop_type,cultivated_area_acres,production_kg,yield_kg_per_acre,market_price_per_kg,gross_income_rs,yield_category
AP_ANP_00224_C2,Rabi,2025,Groundnut,6.03,6230.2,1033.2,58,361351.6,
AP_ANP_00224_C3,Rabi,2025,Groundnut,6.03,6230.2,1033.2,58,361351.6,
AP_ANP_00224_C1,Summer,2025,Sunflower,3.32,2576.7,776.1,52,133988.4,
AP_ANP_00224_C2,Summer,2025,Sunflower,3.32,2576.7,776.1,52,133988.4,
AP_ANP_00224_C3,Summer,2025,Sunflower,3.32,2576.7,776.1,52,133988.4,
AP_ANP_00225_C1,Kharif,2025,Cotton,7.67,5214.8,679.9,70,365036.0,
AP_ANP_00225_C2,Kharif,2025,Cotton,7.67,5214.8,679.9,70,365036.0,
AP_ANP_00225_C3,Kharif,2025,Cotton,7.67,5214.8,679.9,70,365036.0,
AP_ANP_00225_C1,Rabi,2025,Groundnut,1.27,1474.6,1161.1,58,85526.8,
AP_ANP_00225_C2,Rabi,2025,Groundnut,1.27,1474.6,1161.1,58,85526.8,
AP_ANP_00225_C3,Rabi,2025,Groundnut,1.27,1474.6,1161.1,58,85526.8,
AP_ANP_00225_C1,Summer,2025,Groundnut,7.57,9585.1,1266.2,58,555935.8,
AP_ANP_00225_C2,Summer,2025,Groundnut,7.57,9585.1,1266.2,58,555935.8,
AP_ANP_00225_C3,Summer,2025,Groundnut,7.57,9585.1,1266.2,58,555935.8,
AP_ANP_00226_C1,Kharif,2025,Paddy,7.48,16114.2,2154.3,22,354512.4,
AP_ANP_00226_C2,Kharif,2025,Paddy,7.48,16114.2,2154.3,22,354512.4,
AP_ANP_00226_C3,Kharif,2025,Paddy,7.48,16114.2,2154.3,22,354512.4,
AP_ANP_00226_C1,Rabi,2025,Bengal Gram,6.36,5692.8,895.1,65,370032.0,
AP_ANP_00226_C2,Rabi,2025,Bengal Gram,6.36,5692.8,895.1,65,370032.0,
AP_ANP_00226_C3,Rabi,2025,Bengal Gram,6.36,5692.8,895.1,65,370032.0,
AP_ANP_00226_C1,Summer,2025,Sunflower,4.22,3251.1,770.4,52,169057.2,
AP_ANP_00226_C2,Summer,2025,Sunflower,4.22,3251.1,770.4,52,169057.2,
AP_ANP_00226_C3,Summer,2025,Sunflower,4.22,3251.1,770.4,52,169057.2,
AP_ANP_00227_C1,Kharif,2025,Cotton,7.17,6240.8,870.4,70,436856.0,
AP_ANP_00227_C2,Kharif,2025,Cotton,7.17,6240.8,870.4,70,436856.0,
AP_ANP_00227_C3,Kharif,2025,Cotton,7.17,6240.8,870.4,70,436856.0,
AP_ANP_00227_C1,Rabi,2025,Bengal Gram,7.12,3299.4,463.4,65,214461.0,
AP_ANP_00227_C2,Rabi,2025,Bengal Gram,7.12,3299.4,463.4,65,214461.0,
AP_ANP_00227_C3,Rabi,2025,Bengal Gram,7.12,3299.4,463.4,65,214461.0,
AP_ANP_00227_C1,Summer,2025,Maize,7.91,18877.2,2386.5,20,377544.0,
AP_ANP_00227_C2,Summer,2025,Maize,7.91,18877.2,2386.5,20,377544.0,
AP_ANP_00227_C3,Summer,2025,Maize,7.91,18877.2,2386.5,20,377544.0,
AP_ANP_00228_C1,Kharif,2025,Paddy,5.87,11158.3,1900.9,22,245482.6,
AP_ANP_00228_C2,Kharif,2025,Paddy,5.87,11158.3,1900.9,22,245482.6,
AP_ANP_00228_C3,Kharif,2025,Paddy,5.87,11158.3,1900.9,22,245482.6,
AP_ANP_00228_C1,Rabi,2025,Bengal Gram,1.03,419.5,407.3,65,27267.5,
AP_ANP_00228_C2,Rabi,2025,Bengal Gram,1.03,419.5,407.3,65,27267.5,
AP_ANP_00228_C3,Rabi,2025,Bengal Gram,1.03,419.5,407.3,65,27267.5,
AP_ANP_00228_C1,Summer,2025,Maize,7.67,22818.2,2975.0,20,456364.0,
AP_ANP_00228_C2,Summer,2025,Maize,7.67,22818.2,2975.0,20,456364.0,
AP_ANP_00228_C3,Summer,2025,Maize,7.67,22818.2,2975.0,20,456364.0,
AP_ANP_00229_C1,Kharif,2025,Red Gram,7.78,5999.9,771.2,82,491991.8,
AP_ANP_00229_C2,Kharif,2025,Red Gram,7.78,5999.9,771.2,82,491991.8,
AP_ANP_00229_C3,Kharif,2025,Red Gram,7.78,5999.9,771.2,82,491991.8,
AP_ANP_00229_C1,Rabi,2025,Maize,6.38,14097.9,2209.7,20,281958.0,
AP_ANP_00229_C2,Rabi,2025,Maize,6.38,14097.9,2209.7,20,281958.0,
AP_ANP_00229_C3,Rabi,2025,Maize,6.38,14097.9,2209.7,20,281958.0,
AP_ANP_00229_C1,Summer,2025,Maize,3.59,9331.1,2599.2,20,186622.0,
AP_ANP_00229_C2,Summer,2025,Maize,3.59,9331.1,2599.2,20,186622.0,
AP_ANP_00229_C3,Summer,2025,Maize,3.59,9331.1,2599.2,20,186622.0,
AP_ANP_00230_C1,Kharif,2025,Cotton,1.12,1017.9,908.8,70,71253.0,
AP_ANP_00230_C2,Kharif,2025,Cotton,1.12,1017.9,908.8,70,71253.0,
AP_ANP_00230_C3,Kharif,2025,Cotton,1.12,1017.9,908.8,70,71253.0,
AP_ANP_00230_C1,Rabi,2025,Groundnut,7.24,9033.3,1247.7,58,523931.4,
AP_ANP_00230_C2,Rabi,2025,Groundnut,7.24,9033.3,1247.7,58,523931.4,
AP_ANP_00230_C3,Rabi,2025,Groundnut,7.24,9033.3,1247.7,58,523931.4,
AP_ANP_00230_C1,Summer,2025,Sunflower,2.21,2614.9,1183.2,52,135974.8,
AP_ANP_00230_C2,Summer,2025,Sunflower,2.21,2614.9,1183.2,52,135974.8,
AP_ANP_00230_C3,Summer,2025,Sunflower,2.21,2614.9,1183.2,52,135974.8,
AP_ANP_00231_C1,Kharif,2025,Red Gram,2.42,1041.6,430.4,82,85411.2,
AP_ANP_00231_C2,Kharif,2025,Red Gram,2.42,1041.6,430.4,82,85411.2,
AP_ANP_00231_C3,Kharif,2025,Red Gram,2.42,1041.6,430.4,82,85411.2,
AP_ANP_00231_C1,Rabi,2025,Sunflower,1.02,1195.3,1171.9,52,62155.6,
AP_ANP_00231_C2,Rabi,2025,Sunflower,1.02,1195.3,1171.9,52,62155.6,
AP_ANP_00231_C3,Rabi,2025,Sunflower,1.02,1195.3,1171.9,52,62155.6,
AP_ANP_00231_C1,Summer,2025,Groundnut,4.09,5427.8,1327.1,58,314812.4,
AP_ANP_00231_C2,Summer,2025,Groundnut,4.09,5427.8,1327.1,58,314812.4,
AP_ANP_00231_C3,Summer,2025,Groundnut,4.09,5427.8,1327.1,58,314812.4,
AP_ANP_00232_C1,Kharif,2025,Red Gram,2.7,2133.0,790.0,82,174906.0,
AP_ANP_00232_C2,Kharif,2025,Red Gram,2.7,2133.0,790.0,82,174906.0,
AP_ANP_00232_C3,Kharif,2025,Red Gram,2.7,2133.0,790.0,82,174906.0,
AP_ANP_00232_C1,Rabi,2025,Sorghum,5.01,5340.2,1065.9,28,149525.6,
AP_ANP_00232_C2,Rabi,2025,Sorghum,5.01,5340.2,1065.9,28,149525.6,
AP_ANP_00232_C3,Rabi,2025,Sorghum,5.01,5340.2,1065.9,28,149525.6,
AP_ANP_00232_C1,Summer,2025,Vegetables,6.11,43129.3,7058.8,18,776327.4,
AP_ANP_00232_C2,Summer,2025,Vegetables,6.11,43129.3,7058.8,18,776327.4,
AP_ANP_00232_C3,Summer,2025,Vegetables,6.11,43129.3,7058.8,18,776327.4,
AP_ANP_00233_C1,Kharif,2025,Pearl Millet,0.83,461.0,555.4,40,18440.0,
AP_ANP_00233_C2,Kharif,2025,Pearl Millet,0.83,461.0,555.4,40,18440.0,
AP_ANP_00233_C3,Kharif,2025,Pearl Millet,0.83,461.0,555.4,40,18440.0,
AP_ANP_00233_C1,Rabi,2025,Groundnut,4.99,3824.8,766.5,58,221838.4,
AP_ANP_00233_C2,Rabi,2025,Groundnut,4.99,3824.8,766.5,58,221838.4,
AP_ANP_00233_C3,Rabi,2025,Groundnut,4.99,3824.8,766.5,58,221838.4,
AP_ANP_00233_C1,Summer,2025,Maize,3.32,8632.7,2600.2,20,172654.0,
AP_ANP_00233_C2,Summer,2025,Maize,3.32,8632.7,2600.2,20,172654.0,
AP_ANP_00233_C3,Summer,2025,Maize,3.32,8632.7,2600.2,20,172654.0,
AP_ANP_00234_C1,Kharif,2025,Red Gram,7.57,3181.7,420.3,82,260899.4,
AP_ANP_00234_C2,Kharif,2025,Red Gram,7.57,3181.7,420.3,82,260899.4,
AP_ANP_00234_C3,Kharif,2025,Red Gram,7.57,3181.7,420.3,82,260899.4,
AP_ANP_00234_C1,Rabi,2025,Bengal Gram,1.41,731.1,518.5,65,47521.5,
AP_ANP_00234_C2,Rabi,2025,Bengal Gram,1.41,731.1,518.5,65,47521.5,
AP_ANP_00234_C3,Rabi,2025,Bengal Gram,1.41,731.1,518.5,65,47521.5,
AP_ANP_00234_C1,Summer,2025,Sunflower,7.15,6807.5,952.1,52,353990.0,
AP_ANP_00234_C2,Summer,2025,Sunflower,7.15,6807.5,952.1,52,353990.0,
AP_ANP_00234_C3,Summer,2025,Sunflower,7.15,6807.5,952.1,52,353990.0,
AP_ANP_00235_C1,Kharif,2025,Foxtail Millet,2.88,2418.0,839.6,45,108810.0,
AP_ANP_00235_C2,Kharif,2025,Foxtail Millet,2.88,2418.0,839.6,45,108810.0,
AP_ANP_00235_C3,Kharif,2025,Foxtail Millet,2.88,2418.0,839.6,45,108810.0,
AP_ANP_00235_C1,Rabi,2025,Groundnut,2.44,2637.2,1080.8,58,152957.6,
AP_ANP_00235_C2,Rabi,2025,Groundnut,2.44,2637.2,1080.8,58,152957.6,
AP_ANP_00235_C3,Rabi,2025,Groundnut,2.44,2637.2,1080.8,58,152957.6,
AP_ANP_00235_C1,Summer,2025,Vegetables,5.27,21634.9,4105.3,18,389428.2,
AP_ANP_00235_C2,Summer,2025,Vegetables,5.27,21634.9,4105.3,18,389428.2,
AP_ANP_00235_C3,Summer,2025,Vegetables,5.27,21634.9,4105.3,18,389428.2,
AP_ANP_00236_C1,Kharif,2025,Cotton,1.83,1696.4,927.0,70,118748.0,
AP_ANP_00236_C2,Kharif,2025,Cotton,1.83,1696.4,927.0,70,118748.0,
AP_ANP_00236_C3,Kharif,2025,Cotton,1.83,1696.4,927.0,70,118748.0,
AP_ANP_00236_C1,Rabi,2025,Maize,7.89,26627.2,3374.8,20,532544.0,
AP_ANP_00236_C2,Rabi,2025,Maize,7.89,26627.2,3374.8,20,532544.0,
AP_ANP_00236_C3,Rabi,2025,Maize,7.89,26627.2,3374.8,20,532544.0,
AP_ANP_00236_C1,Summer,2025,Vegetables,0.82,3135.8,3824.1,18,56444.4,
AP_ANP_00236_C2,Summer,2025,Vegetables,0.82,3135.8,3824.1,18,56444.4,
AP_ANP_00236_C3,Summer,2025,Vegetables,0.82,3135.8,3824.1,18,56444.4,
AP_ANP_00237_C1,Kharif,2025,Paddy,1.19,3749.9,3151.2,22,82497.8,
AP_ANP_00237_C2,Kharif,2025,Paddy,1.19,3749.9,3151.2,22,82497.8,
AP_ANP_00237_C3,Kharif,2025,Paddy,1.19,3749.9,3151.2,22,82497.8,
AP_ANP_00237_C1,Rabi,2025,Sorghum,4.16,2997.3,720.5,28,83924.4,
AP_ANP_00237_C2,Rabi,2025,Sorghum,4.16,2997.3,720.5,28,83924.4,
AP_ANP_00237_C3,Rabi,2025,Sorghum,4.16,2997.3,720.5,28,83924.4,
AP_ANP_00237_C1,Summer,2025,Maize,3.07,7143.3,2326.8,20,142866.0,
AP_ANP_00237_C2,Summer,2025,Maize,3.07,7143.3,2326.8,20,142866.0,
AP_ANP_00237_C3,Summer,2025,Maize,3.07,7143.3,2326.8,20,142866.0,
AP_ANP_00238_C1,Kharif,2025,Paddy,4.31,9553.5,2216.6,22,210177.0,
AP_ANP_00238_C2,Kharif,2025,Paddy,4.31,9553.5,2216.6,22,210177.0,
AP_ANP_00238_C3,Kharif,2025,Paddy,4.31,9553.5,2216.6,22,210177.0,
AP_ANP_00238_C1,Rabi,2025,Sorghum,4.74,5456.2,1151.1,28,152773.6,
AP_ANP_00238_C2,Rabi,2025,Sorghum,4.74,5456.2,1151.1,28,152773.6,
AP_ANP_00238_C3,Rabi,2025,Sorghum,4.74,5456.2,1151.1,28,152773.6,
AP_ANP_00238_C1,Summer,2025,Groundnut,7.05,8075.1,1145.4,58,468355.8,
AP_ANP_00238_C2,Summer,2025,Groundnut,7.05,8075.1,1145.4,58,468355.8,
AP_ANP_00238_C3,Summer,2025,Groundnut,7.05,8075.1,1145.4,58,468355.8,
AP_ANP_00239_C1,Kharif,2025,Paddy,0.57,1222.9,2145.4,22,26903.8,
AP_ANP_00239_C2,Kharif,2025,Paddy,0.57,1222.9,2145.4,22,26903.8,
AP_ANP_00239_C3,Kharif,2025,Paddy,0.57,1222.9,2145.4,22,26903.8,
AP_ANP_00239_C1,Rabi,2025,Groundnut,5.95,8296.1,1394.3,58,481173.8,
AP_ANP_00239_C2,Rabi,2025,Groundnut,5.95,8296.1,1394.3,58,481173.8,
AP_ANP_00239_C3,Rabi,2025,Groundnut,5.95,8296.1,1394.3,58,481173.8,
AP_ANP_00239_C1,Summer,2025,Sunflower,1.24,968.4,781.0,52,50356.8,
AP_ANP_00239_C2,Summer,2025,Sunflower,1.24,968.4,781.0,52,50356.8,
AP_ANP_00239_C3,Summer,2025,Sunflower,1.24,968.4,781.0,52,50356.8,
AP_ANP_00240_C1,Kharif,2025,Red Gram,2.83,1899.5,671.2,82,155759.0,
AP_ANP_00240_C2,Kharif,2025,Red Gram,2.83,1899.5,671.2,82,155759.0,
AP_ANP_00240_C3,Kharif,2025,Red Gram,2.83,1899.5,671.2,82,155759.0,
AP_ANP_00240_C1,Rabi,2025,Groundnut,6.61,7472.6,1130.5,58,433410.8,
AP_ANP_00240_C2,Rabi,2025,Groundnut,6.61,7472.6,1130.5,58,433410.8,
AP_ANP_00240_C3,Rabi,2025,Groundnut,6.61,7472.6,1130.5,58,433410.8,
AP_ANP_00240_C1,Summer,2025,Maize,5.66,12737.8,2250.5,20,254756.0,
AP_ANP_00240_C2,Summer,2025,Maize,5.66,12737.8,2250.5,20,254756.0,
AP_ANP_00240_C3,Summer,2025,Maize,5.66,12737.8,2250.5,20,254756.0,
AP_ANP_00241_C1,Kharif,2025,Groundnut,0.54,665.7,1232.7,58,38610.6,
AP_ANP_00241_C2,Kharif,2025,Groundnut,0.54,665.7,1232.7,58,38610.6,
AP_ANP_00241_C3,Kharif,2025,Groundnut,0.54,665.7,1232.7,58,38610.6,
AP_ANP_00241_C1,Rabi,2025,Maize,0.76,2273.5,2991.5,20,45470.0,
AP_ANP_00241_C2,Rabi,2025,Maize,0.76,2273.5,2991.5,20,45470.0,
AP_ANP_00241_C3,Rabi,2025,Maize,0.76,2273.5,2991.5,20,45470.0,
AP_ANP_00241_C1,Summer,2025,Vegetables,2.02,15736.6,7790.4,18,283258.8,
AP_ANP_00241_C2,Summer,2025,Vegetables,2.02,15736.6,7790.4,18,283258.8,
AP_ANP_00241_C3,Summer,2025,Vegetables,2.02,15736.6,7790.4,18,283258.8,
AP_ANP_00242_C1,Kharif,2025,Groundnut,6.17,7955.6,1289.4,58,461424.8,
AP_ANP_00242_C2,Kharif,2025,Groundnut,6.17,7955.6,1289.4,58,461424.8,
AP_ANP_00242_C3,Kharif,2025,Groundnut,6.17,7955.6,1289.4,58,461424.8,
AP_ANP_00242_C1,Rabi,2025,Maize,4.03,10091.5,2504.1,20,201830.0,
AP_ANP_00242_C2,Rabi,2025,Maize,4.03,10091.5,2504.1,20,201830.0,
AP_ANP_00242_C3,Rabi,2025,Maize,4.03,10091.5,2504.1,20,201830.0,
AP_ANP_00242_C1,Summer,2025,Maize,1.44,3270.0,2270.8,20,65400.0,
AP_ANP_00242_C2,Summer,2025,Maize,1.44,3270.0,2270.8,20,65400.0,
AP_ANP_00242_C3,Summer,2025,Maize,1.44,3270.0,2270.8,20,65400.0,
AP_ANP_00243_C1,Kharif,2025,Pearl Millet,7.15,5695.0,796.5,40,227800.0,
AP_ANP_00243_C2,Kharif,2025,Pearl Millet,7.15,5695.0,796.5,40,227800.0,
AP_ANP_00243_C3,Kharif,2025,Pearl Millet,7.15,5695.0,796.5,40,227800.0,
AP_ANP_00243_C1,Rabi,2025,Maize,3.44,7998.7,2325.2,20,159974.0,
AP_ANP_00243_C2,Rabi,2025,Maize,3.44,7998.7,2325.2,20,159974.0,
AP_ANP_00243_C3,Rabi,2025,Maize,3.44,7998.7,2325.2,20,159974.0,
AP_ANP_00243_C1,Summer,2025,Sunflower,5.72,2873.2,502.3,52,149406.4,
AP_ANP_00243_C2,Summer,2025,Sunflower,5.72,2873.2,502.3,52,149406.4,
AP_ANP_00243_C3,Summer,2025,Sunflower,5.72,2873.2,502.3,52,149406.4,
AP_ANP_00244_C1,Kharif,2025,Cotton,6.46,4236.5,655.8,70,296555.0,
AP_ANP_00244_C2,Kharif,2025,Cotton,6.46,4236.5,655.8,70,296555.0,
AP_ANP_00244_C3,Kharif,2025,Cotton,6.46,4236.5,655.8,70,296555.0,
AP_ANP_00244_C1,Rabi,2025,Maize,4.91,12087.9,2461.9,20,241758.0,
AP_ANP_00244_C2,Rabi,2025,Maize,4.91,12087.9,2461.9,20,241758.0,
AP_ANP_00244_C3,Rabi,2025,Maize,4.91,12087.9,2461.9,20,241758.0,
AP_ANP_00244_C1,Summer,2025,Vegetables,5.32,17685.3,3324.3,18,318335.4,
AP_ANP_00244_C2,Summer,2025,Vegetables,5.32,17685.3,3324.3,18,318335.4,
AP_ANP_00244_C3,Summer,2025,Vegetables,5.32,17685.3,3324.3,18,318335.4,
AP_ANP_00245_C1,Kharif,2025,Red Gram,0.9,489.0,543.3,82,40098.0,
AP_ANP_00245_C2,Kharif,2025,Red Gram,0.9,489.0,543.3,82,40098.0,
AP_ANP_00245_C3,Kharif,2025,Red Gram,0.9,489.0,543.3,82,40098.0,
AP_ANP_00245_C1,Rabi,2025,Maize,5.0,13521.5,2704.3,20,270430.0,
AP_ANP_00245_C2,Rabi,2025,Maize,5.0,13521.5,2704.3,20,270430.0,
AP_ANP_00245_C3,Rabi,2025,Maize,5.0,13521.5,2704.3,20,270430.0,
AP_ANP_00245_C1,Summer,2025,Vegetables,0.67,3089.0,4610.5,18,55602.0,
AP_ANP_00245_C2,Summer,2025,Vegetables,0.67,3089.0,4610.5,18,55602.0,
AP_ANP_00245_C3,Summer,2025,Vegetables,0.67,3089.0,4610.5,18,55602.0,
AP_ANP_00246_C1,Kharif,2025,Cotton,5.72,5992.3,1047.6,70,419461.0,
AP_ANP_00246_C2,Kharif,2025,Cotton,5.72,5992.3,1047.6,70,419461.0,
AP_ANP_00246_C3,Kharif,2025,Cotton,5.72,5992.3,1047.6,70,419461.0,
AP_ANP_00246_C1,Rabi,2025,Sunflower,7.86,5084.6,646.9,52,264399.2,
AP_ANP_00246_C2,Rabi,2025,Sunflower,7.86,5084.6,646.9,52,264399.2,
AP_ANP_00246_C3,Rabi,2025,Sunflower,7.86,5084.6,646.9,52,264399.2,
AP_ANP_00246_C1,Summer,2025,Sunflower,6.69,5781.5,864.2,52,300638.0,
AP_ANP_00246_C2,Summer,2025,Sunflower,6.69,5781.5,864.2,52,300638.0,
AP_ANP_00246_C3,Summer,2025,Sunflower,6.69,5781.5,864.2,52,300638.0,
AP_ANP_00247_C1,Kharif,2025,Paddy,2.96,7126.5,2407.6,22,156783.0,
AP_ANP_00247_C2,Kharif,2025,Paddy,2.96,7126.5,2407.6,22,156783.0,
AP_ANP_00247_C3,Kharif,2025,Paddy,2.96,7126.5,2407.6,22,156783.0,
AP_ANP_00247_C1,Rabi,2025,Maize,1.16,2251.8,1941.2,20,45036.0,
AP_ANP_00247_C2,Rabi,2025,Maize,1.16,2251.8,1941.2,20,45036.0,
AP_ANP_00247_C3,Rabi,2025,Maize,1.16,2251.8,1941.2,20,45036.0,
AP_ANP_00247_C1,Summer,2025,Sunflower,4.99,5064.9,1015.0,52,263374.8,
AP_ANP_00247_C2,Summer,2025,Sunflower,4.99,5064.9,1015.0,52,263374.8,
AP_ANP_00247_C3,Summer,2025,Sunflower,4.99,5064.9,1015.0,52,263374.8,
AP_ANP_00248_C1,Kharif,2025,Foxtail Millet,2.75,1338.4,486.7,45,60228.0,
AP_ANP_00248_C2,Kharif,2025,Foxtail Millet,2.75,1338.4,486.7,45,60228.0,
AP_ANP_00248_C3,Kharif,2025,Foxtail Millet,2.75,1338.4,486.7,45,60228.0,
AP_ANP_00248_C1,Rabi,2025,Bengal Gram,5.28,3683.9,697.7,65,239453.5,
AP_ANP_00248_C2,Rabi,2025,Bengal Gram,5.28,3683.9,697.7,65,239453.5,
AP_ANP_00248_C3,Rabi,2025,Bengal Gram,5.28,3683.9,697.7,65,239453.5,
AP_ANP_00248_C1,Summer,2025,Vegetables,1.84,11830.5,6429.6,18,212949.0,
AP_ANP_00248_C2,Summer,2025,Vegetables,1.84,11830.5,6429.6,18,212949.0,
AP_ANP_00248_C3,Summer,2025,Vegetables,1.84,11830.5,6429.6,18,212949.0,
AP_ANP_00249_C1,Kharif,2025,Cotton,6.05,7079.7,1170.2,70,495579.0,
AP_ANP_00249_C2,Kharif,2025,Cotton,6.05,7079.7,1170.2,70,495579.0,
AP_ANP_00249_C3,Kharif,2025,Cotton,6.05,7079.7,1170.2,70,495579.0,
AP_ANP_00249_C1,Rabi,2025,Maize,2.02,5314.8,2631.1,20,106296.0,
AP_ANP_00249_C2,Rabi,2025,Maize,2.02,5314.8,2631.1,20,106296.0,
AP_ANP_00249_C3,Rabi,2025,Maize,2.02,5314.8,2631.1,20,106296.0,
AP_ANP_00249_C1,Summer,2025,Maize,7.85,14370.2,1830.6,20,287404.0,
AP_ANP_00249_C2,Summer,2025,Maize,7.85,14370.2,1830.6,20,287404.0,
AP_ANP_00249_C3,Summer,2025,Maize,7.85,14370.2,1830.6,20,287404.0,
AP_ANP_00250_C1,Kharif,2025,Foxtail Millet,6.74,3616.0,536.5,45,162720.0,
AP_ANP_00250_C2,Kharif,2025,Foxtail Millet,6.74,3616.0,536.5,45,162720.0,
AP_ANP_00250_C3,Kharif,2025,Foxtail Millet,6.74,3616.0,536.5,45,162720.0,
AP_ANP_00250_C1,Rabi,2025,Bengal Gram,4.39,2542.7,579.2,65,165275.5,
AP_ANP_00250_C2,Rabi,2025,Bengal Gram,4.39,2542.7,579.2,65,165275.5,
AP_ANP_00250_C3,Rabi,2025,Bengal Gram,4.39,2542.7,579.2,65,165275.5,
AP_ANP_00250_C1,Summer,2025,Sunflower,7.56,5152.1,681.5,52,267909.2,
AP_ANP_00250_C2,Summer,2025,Sunflower,7.56,5152.1,681.5,52,267909.2,
AP_ANP_00250_C3,Summer,2025,Sunflower,7.56,5152.1,681.5,52,267909.2,
AP_ANP_00251_C1,Kharif,2025,Cotton,3.33,2920.4,877.0,70,204428.0,
AP_ANP_00251_C2,Kharif,2025,Cotton,3.33,2920.4,877.0,70,204428.0,
AP_ANP_00251_C3,Kharif,2025,Cotton,3.33,2920.4,877.0,70,204428.0,
AP_ANP_00251_C1,Rabi,2025,Groundnut,4.11,4128.9,1004.6,58,239476.2,
AP_ANP_00251_C2,Rabi,2025,Groundnut,4.11,4128.9,1004.6,58,239476.2,
AP_ANP_00251_C3,Rabi,2025,Groundnut,4.11,4128.9,1004.6,58,239476.2,
AP_ANP_00251_C1,Summer,2025,Maize,7.53,21927.4,2912.0,20,438548.0,
AP_ANP_00251_C2,Summer,2025,Maize,7.53,21927.4,2912.0,20,438548.0,
AP_ANP_00251_C3,Summer,2025,Maize,7.53,21927.4,2912.0,20,438548.0,
AP_ANP_00252_C1,Kharif,2025,Red Gram,5.96,3267.3,548.2,82,267918.6,
AP_ANP_00252_C2,Kharif,2025,Red Gram,5.96,3267.3,548.2,82,267918.6,
AP_ANP_00252_C3,Kharif,2025,Red Gram,5.96,3267.3,548.2,82,267918.6,
AP_ANP_00252_C1,Rabi,2025,Maize,3.78,11185.0,2959.0,20,223700.0,
AP_ANP_00252_C2,Rabi,2025,Maize,3.78,11185.0,2959.0,20,223700.0,
AP_ANP_00252_C3,Rabi,2025,Maize,3.78,11185.0,2959.0,20,223700.0,
AP_ANP_00252_C1,Summer,2025,Sunflower,6.24,3813.9,611.2,52,198322.8,
AP_ANP_00252_C2,Summer,2025,Sunflower,6.24,3813.9,611.2,52,198322.8,
AP_ANP_00252_C3,Summer,2025,Sunflower,6.24,3813.9,611.2,52,198322.8,
AP_ANP_00253_C1,Kharif,2025,Pearl Millet,3.49,3354.9,961.3,40,134196.0,
AP_ANP_00253_C2,Kharif,2025,Pearl Millet,3.49,3354.9,961.3,40,134196.0,
AP_ANP_00253_C3,Kharif,2025,Pearl Millet,3.49,3354.9,961.3,40,134196.0,
AP_ANP_00253_C1,Rabi,2025,Maize,4.04,6168.3,1526.8,20,123366.0,
AP_ANP_00253_C2,Rabi,2025,Maize,4.04,6168.3,1526.8,20,123366.0,
AP_ANP_00253_C3,Rabi,2025,Maize,4.04,6168.3,1526.8,20,123366.0,
AP_ANP_00253_C1,Summer,2025,Vegetables,2.62,8444.3,3223.0,18,151997.4,
AP_ANP_00253_C2,Summer,2025,Vegetables,2.62,8444.3,3223.0,18,151997.4,
AP_ANP_00253_C3,Summer,2025,Vegetables,2.62,8444.3,3223.0,18,151997.4,
AP_ANP_00254_C1,Kharif,2025,Cotton,2.35,2687.9,1143.8,70,188153.0,
AP_ANP_00254_C2,Kharif,2025,Cotton,2.35,2687.9,1143.8,70,188153.0,
AP_ANP_00254_C3,Kharif,2025,Cotton,2.35,2687.9,1143.8,70,188153.0,
AP_ANP_00254_C1,Rabi,2025,Maize,2.37,4844.0,2043.9,20,96880.0,
AP_ANP_00254_C2,Rabi,2025,Maize,2.37,4844.0,2043.9,20,96880.0,
AP_ANP_00254_C3,Rabi,2025,Maize,2.37,4844.0,2043.9,20,96880.0,
AP_ANP_00254_C1,Summer,2025,Maize,6.2,14876.9,2399.5,20,297538.0,
AP_ANP_00254_C2,Summer,2025,Maize,6.2,14876.9,2399.5,20,297538.0,
AP_ANP_00254_C3,Summer,2025,Maize,6.2,14876.9,2399.5,20,297538.0,
AP_ANP_00255_C1,Kharif,2025,Paddy,4.16,7683.9,1847.1,22,169045.8,
AP_ANP_00255_C2,Kharif,2025,Paddy,4.16,7683.9,1847.1,22,169045.8,
AP_ANP_00255_C3,Kharif,2025,Paddy,4.16,7683.9,1847.1,22,169045.8,
AP_ANP_00255_C1,Rabi,2025,Maize,0.97,3213.5,3312.9,20,64270.0,
AP_ANP_00255_C2,Rabi,2025,Maize,0.97,3213.5,3312.9,20,64270.0,
AP_ANP_00255_C3,Rabi,2025,Maize,0.97,3213.5,3312.9,20,64270.0,
AP_ANP_00255_C1,Summer,2025,Groundnut,1.54,1652.0,1072.7,58,95816.0,
AP_ANP_00255_C2,Summer,2025,Groundnut,1.54,1652.0,1072.7,58,95816.0,
AP_ANP_00255_C3,Summer,2025,Groundnut,1.54,1652.0,1072.7,58,95816.0,
AP_ANP_00256_C1,Kharif,2025,Groundnut,1.15,995.6,865.7,58,57744.8,
AP_ANP_00256_C2,Kharif,2025,Groundnut,1.15,995.6,865.7,58,57744.8,
AP_ANP_00256_C3,Kharif,2025,Groundnut,1.15,995.6,865.7,58,57744.8,
AP_ANP_00256_C1,Rabi,2025,Sunflower,5.99,5294.0,883.8,52,275288.0,
AP_ANP_00256_C2,Rabi,2025,Sunflower,5.99,5294.0,883.8,52,275288.0,
AP_ANP_00256_C3,Rabi,2025,Sunflower,5.99,5294.0,883.8,52,275288.0,
AP_ANP_00256_C1,Summer,2025,Maize,1.46,4765.9,3264.3,20,95318.0,
